report Link Table Data,,,,,,,,,,,,,,,,,,,,,,,,,,<<< อย่าลืม Filter Out สีเทาออกก่อนนะ >>>,,,revise formula,,,,,,,,,,,,,,,,,,,,,,
Save Time:2025-05-22 14:32:46 User Name:tempuno,,,,,,,Shelf1-0(GigabitEthernet0/3/0),,,,,,,,,,,,,,,,,,,,,"""=MID(H7,10,20)""","Original formula AB, AE",,,,,,,,,,,,,,,,,,,,,,
"Total 1,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Source SFP Actual S/N >>> Info comparing with plan,,,,,,,Sink SFP Actual S/N >>> Info comparing with plan,,,,,,
Region,AlarmSeverity,LinkName,LinkType,NetworkProtocolType,Source NE,Source IP,Source Port,Source Port IP,SourcePortAlias,Sink NE,Sink IP,Sink Port,Sink Port IP,SinkPortAlias,LinkLevel,LinkRate(bit/s),RemainingUpstreamBandwidth(Kbit/s),RemainingDownstreamBandwidth(Kbit/s),CreationTime,Remarks,UserLabel,Owner,Weight(0-1000),Delay Time(μs),,Source NE,Source Port,So SFP-Type,Sink NE,Sink Port,Sink SFP-Type,,SFP Check,,Source-Concatatinate,Sink-Concatcatinate,,Source S/N Actual,BOQ Ph,Site Assigned,NE Assigned,Port Assigned,Match Site,Match Port,Sink S/N Actual,BOQ Ph,Site Assigned,NE Assigned,Port Assigned,Match Site,Match Port
C2,Normal,C2_SS_SAT_NE08_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_SAT_NE08_2-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,New_C2_SS_SAT_NE08_1,10.10.52.203,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.182.198,C2_ACN4_L044=C2_SS_SAT_NE08_1 10GE0/3/0-to-C2_SS_SAT_NE08_2 10GE0/3/0,C2_SS_SAT_NE08_2,10.10.52.222,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.182.197,C2_ACN4_L044=C2_SS_SAT_NE08_2 10GE0/3/0-to-C2_SS_SAT_NE08_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2021-12-22 10:29:14,,,,50,0,,สฟฟ.แสนตุ้ง,GigabitEthernet0/3/0,10GBase-SR,สฟฟ.แสนตุ้ง,GigabitEthernet0/3/0,10GBase-SR,,Match,1,New_C2_SS_SAT_NE08_1-GigabitEthernet0/3/0,C2_SS_SAT_NE08_2-GigabitEthernet0/3/0,,N339BQ60810,Ph#3,สฟฟ.แสนตุ้ง,NE08_2,GigabitEthernet0/3/0,Match,Match,N339BR10257,Ph#3,สฟฟ.แสนตุ้ง,NE08_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_TTA_NE08_1-Shelf1-0(GigabitEthernet0/1/0)-C2_EO_TTA_NE08_1-Shelf1-0(GigabitEthernet0/4/0),L2 Link,--,New_C2_SS_TTA_NE08_1,10.10.52.205,Shelf1-0-NED3CXPB-0(GigabitEthernet0/1/0),10.10.182.109,C2_ACN4_L020=C2_SS_TTA_NE08_1 10GE0/1/0-to-C2_EO_TTA_NE08_1 10GE0/4/0,New_C2_EO_TTA_NE08_1,10.10.52.206,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.182.110,C2_ACN4_L020=C2_EO_TTA_NE08_1 10GE0/4/0-to-C2_SS_TTA_NE08_1 10GE0/1/0,10GE,10000000000,1000000,1000000,2021-12-22 09:36:04,,,,50,0,,สฟฟ.ตราด,GigabitEthernet0/1/0,10GBase-LR,กฟจ.ตราด,GigabitEthernet0/4/0,10GBase-LR,,Match,1,New_C2_SS_TTA_NE08_1-GigabitEthernet0/1/0,New_C2_EO_TTA_NE08_1-GigabitEthernet0/4/0,,MA20130500417,Ph#2,สฟฟ.ตราด,NE08_1,GigabitEthernet0/1/0,Match,Match,MA20130500320,Ph#2,กฟจ.ตราด,NE08_1,GigabitEthernet0/4/0,Match,Match
C2,Normal,C2_SS_SAT_NE08_1-Shelf1-1(GigabitEthernet0/1/1)-C2_SS_TTA_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,New_C2_SS_SAT_NE08_1,10.10.52.203,Shelf1-0-NED3CXPB-1(GigabitEthernet0/1/1),10.10.182.101,C2_ACN4_L018=C2_SS_SAT_NE08_1 10GE0/1/1-to-C2_SS_TTA_NE08_1 10GE0/3/0,New_C2_SS_TTA_NE08_1,10.10.52.205,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.182.102,C2_ACN4_L018=C2_SS_TTA_NE08_1 10GE0/3/0-to-C2_SS_SAT_NE08_1 10GE0/1/1,10GE,10000000000,1000000,1000000,2021-12-21 19:31:31,,,,50,0,,สฟฟ.แสนตุ้ง,GigabitEthernet0/1/1,10GBase-ER,สฟฟ.ตราด,GigabitEthernet0/3/0,10GBase-ER,,Match,1,New_C2_SS_SAT_NE08_1-GigabitEthernet0/1/1,New_C2_SS_TTA_NE08_1-GigabitEthernet0/3/0,,U7SA3B01822,Ph#2,สฟฟ.แสนตุ้ง,NE08_1,GigabitEthernet0/1/0,Match,Not Match,U7SA3B00004,Ph#2,สฟฟ.ตราด,NE08_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_KLG_NE08_1-Shelf1-0(GigabitEthernet0/1/0)-C2_SS_SAT_NE08_1-Shelf1-1(GigabitEthernet0/2/1),L2 Link,--,New_C2_SS_KLG_NE08_1,10.10.52.202,Shelf1-0-NED3CXPB-0(GigabitEthernet0/1/0),10.10.182.85,C2_ACN4_L014=C2_SS_KLG_NE08_1 10GE0/1/0-to-C2_SS_SAT_NE08_1 10GE0/2/1,New_C2_SS_SAT_NE08_1,10.10.52.203,Shelf1-0-NED3CXPB-1(GigabitEthernet0/2/1),10.10.182.86,C2_ACN4_L014=C2_SS_SAT_NE08_1 10GE0/2/1-to-C2_SS_KLG_NE08_1 10GE0/1/0,10GE,10000000000,1000000,1000000,2021-12-21 19:28:01,,,,50,0,,สฟฟ.ขลุง,GigabitEthernet0/1/0,10GBase-ZX,สฟฟ.แสนตุ้ง,GigabitEthernet0/2/1,10GBase-ZX,,Match,1,New_C2_SS_KLG_NE08_1-GigabitEthernet0/1/0,New_C2_SS_SAT_NE08_1-GigabitEthernet0/2/1,,BP195300550111,Ph#2,สฟฟ.ขลุง,NE08_1,GigabitEthernet0/1/0,Match,Match,BP195300550092,Ph#2,สฟฟ.แสนตุ้ง,NE08_1,GigabitEthernet0/2/1,Match,Match
C2,Normal,C2_SS_KLG_NE08_1-Shelf1-1(GigabitEthernet0/1/1)-C2_EO_KLG_NE08_1-Shelf1-0(GigabitEthernet0/1/0),L2 Link,--,New_C2_SS_KLG_NE08_1,10.10.52.202,Shelf1-0-NED3CXPB-1(GigabitEthernet0/1/1),10.10.182.74,C2_ACN4_L011=C2_SS_KLG_NE08_1 10GE0/1/1-to-C2_EO_KLG_NE08_1 10GE0/1/0,New_C2_EO_KLG_NE08_1,10.10.52.201,Shelf1-0-NED3CXPB-0(GigabitEthernet0/1/0),10.10.182.73,C2_ACN4_L011=C2_EO_KLG_NE08_1 10GE0/1/0-to-C2_SS_KLG_NE08_1 10GE0/1/1,10GE,10000000000,1000000,1000000,2021-12-21 19:25:30,,,,50,0,,สฟฟ.ขลุง,GigabitEthernet0/1/1,10GBase-LR,กฟส.ขลุง,GigabitEthernet0/1/0,10GBase-LR,,Match,1,New_C2_SS_KLG_NE08_1-GigabitEthernet0/1/1,New_C2_EO_KLG_NE08_1-GigabitEthernet0/1/0,,MA20130500941,Ph#2,สฟฟ.ขลุง,NE08_1,GigabitEthernet0/1/1,Match,Match,AV70JGR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
C2,Normal,C2_SS_CTA_NE08_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_KLG_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_CTA_NE08_1,10.10.52.195,Shelf1-0-CXP 7-0(GigabitEthernet0/3/0),10.10.182.94,C2_ACN4_L016=C2_CTA_NE08_1_SS 10GE0/3/0-to-C2_KLG_NE08_1_SS 10GE0/3/0,New_C2_SS_KLG_NE08_1,10.10.52.202,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.182.93,C2_ACN4_L016=C2_SS_KLG_NE08_1 10GE0/3/0-to-C2_SS_CTA_NE08_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2021-12-21 19:22:38,,,,50,0,,สฟฟ.จันทบุรี,GigabitEthernet0/3/0,10GBase-ZX,สฟฟ.ขลุง,GigabitEthernet0/3/0,10GBase-ZX,,Match,1,C2_SS_CTA_NE08_1-GigabitEthernet0/3/0,New_C2_SS_KLG_NE08_1-GigabitEthernet0/3/0,,BP195300550969,Ph#2,สฟฟ.จันทบุรี,NE08_1,GigabitEthernet0/3/0,Match,Match,BP195300550101,Ph#2,สฟฟ.ขลุง,NE08_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_NYB_NE08_1-Shelf1-0(GigabitEthernet0/4/0)-C1_EO_NYA_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_NYB_NE08_1,10.10.51.1,Shelf1-0-CXP 7-0(GigabitEthernet0/4/0),10.10.168.82,C1_ACN5_L013=C1_NYB_NE08_1_SS 10GE0/4/0-to-C1_NYA_NE08_1_EO 10GE0/3/0,C1_EO_NNK_NE08_1,10.10.51.9,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.168.81,C1_ACN5_L013=C1_EO_NYA_NE08_1 10GE0/3/0-to-C1_SS_NYB_NE08_1 10GE0/4/0,10GE,10000000000,1000000,1000000,2021-12-21 15:49:25,,,,50,0,,สฟฟ.นครนายก 2,GigabitEthernet0/4/0,10GBase-ER,กฟจ.นครนายก,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C1_SS_NYB_NE08_1-GigabitEthernet0/4/0,C1_EO_NNK_NE08_1-GigabitEthernet0/3/0,,U7SA3B03004,Ph#2,สฟฟ.นครนายก 2,NE08_1,GigabitEthernet0/4/0,Match,Match,U7SA3B02948,Ph#2,กฟจ.นครนายก,NE08_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_RCN_NE08_1-Shelf1-0(GigabitEthernet0/1/0)-C1_SS_RCQ_NE08_1-Shelf1-0(GigabitEthernet0/4/0),L2 Link,--,C1_SS_RCN_NE08_1,10.10.50.204,Shelf1-0-CXP 7-0(GigabitEthernet0/1/0),10.10.166.162,C1_ACN4_L033=C1_RCN_NE08_1_SS 10GE0/1/0-to-C1_RCQ_NE08_1_SS 10GE0/4/0,New_C1_SS_RCQ_NE08_1,10.10.50.215,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.166.161,C1_ACN4_L033=C1_SS_RCQ_NE08_1 10GE0/4/0-to-C1_SS_RCN_NE08_1 10GE0/1/0,10GE,10000000000,999000,1000000,2021-12-21 14:10:10,,,,50,0,,สฟฟ.โรจนะ 1,GigabitEthernet0/1/0,10GBase-ER,สฟฟ.โรจนะ 3,GigabitEthernet0/4/0,10GBase-ER,,Match,1,C1_SS_RCN_NE08_1-GigabitEthernet0/1/0,New_C1_SS_RCQ_NE08_1-GigabitEthernet0/4/0,,U7SA3B00040,Ph#2,สฟฟ.โรจนะ 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,U7SA3B01998,Ph#2,สฟฟ.โรจนะ 3,NE08_1,GigabitEthernet0/4/0,Match,Match
C2,Normal,C2_SS_CTA_NE08_1-Shelf1-0(GigabitEthernet0/5/0)-C2_SS_CTA_NE08_2-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_CTA_NE08_1,10.10.52.195,Shelf1-0-CXP 7-0(GigabitEthernet0/5/0),10.10.182.202,C2_ACN4_L045=C2_CTA_NE08_1_SS 10GE0/5/0-to-C2_CTA_NE08_2_SS 10GE0/3/0,C2_SS_CTA_NE08_2,10.10.52.221,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.182.201,C2_ACN4_L045=C2_SS_CTA_NE08_2 10GE0/3/0-to-C2_SS_CTA_NE08_1 10GE0/5/0,10GE,10000000000,1000000,1000000,2021-12-21 09:51:07,,,,50,0,,สฟฟ.จันทบุรี,GigabitEthernet0/5/0,10GBase-SR,สฟฟ.จันทบุรี,GigabitEthernet0/3/0,10GBase-SR,,Match,1,C2_SS_CTA_NE08_1-GigabitEthernet0/5/0,C2_SS_CTA_NE08_2-GigabitEthernet0/3/0,,N339BR10530,Ph#3,สฟฟ.จันทบุรี,NE08_1,GigabitEthernet0/5/0,Match,Match,N339BQ61775,Ph#3,สฟฟ.จันทบุรี,NE08_2,GigabitEthernet0/3/0,Match,Match
C3,Normal,C3_EO_SPC_NE08_1-Shelf1-1(GigabitEthernet0/2/1)-C3_SS_SPC_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,New_C3_EO_SPC_NE08_1,10.10.54.19,Shelf1-0-NED3CXPB-1(GigabitEthernet0/2/1),10.10.192.238,C3_ACN1_L053=C3_EO_SPC_NE08_1 10GE0/2/1-to-C3_SS_SPC_NE8K_1 10GE0/3/0,New_C3_SS_SPC_NE8K_1,10.10.54.37,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.192.237,C3_ACN1_L053=C3_SS_SPC_NE8K_1 10GE0/3/0-to-C3_EO_SPC_NE08_1 10GE0/2/1,10GE,10000000000,1000000,1000000,2021-12-21 09:42:57,,,,50,0,,กฟส.ศรีประจันต์,GigabitEthernet0/2/1,10GBase-LR,สฟฟ.ศรีประจันต์,GigabitEthernet0/3/0,10GBase-LR,,Match,1,New_C3_EO_SPC_NE08_1-GigabitEthernet0/2/1,New_C3_SS_SPC_NE8K_1-GigabitEthernet0/3/0,,MB20201842728,Ph#4,กฟส.ศรีประจันต์,NE08_1,GigabitEthernet0/2/1,Match,Match,MB20201844741,Ph#4,สฟฟ.ศรีประจันต์,NE8K_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_RSA_NE08_1-Shelf1-0(GigabitEthernet0/3/0)-C1_SS_RGA_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,New_C1_SS_RSA_NE08_1,10.10.50.75,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.162.178,C1_ACN2_L012=C1_SS_RSA_NE08_1 10GE0/3/0-to-C1_SS_RGA_NE08_1 10GE0/3/0,New_C1_SS_RGA_NE08_1,10.10.50.74,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.162.177,C1_ACN2_L012=C1_SS_RGA_NE08_1 10GE0/3/0-to-C1_SS_RSA_NE08_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2021-12-20 17:02:55,,,,50,0,,สฟฟ.รังสิตใต้ 1,GigabitEthernet0/3/0,10GBase-ER,สฟฟ.รังสิต 1,GigabitEthernet0/3/0,10GBase-ER,,Match,1,New_C1_SS_RSA_NE08_1-GigabitEthernet0/3/0,New_C1_SS_RGA_NE08_1-GigabitEthernet0/3/0,,U7SA3B02083,Ph#2,สฟฟ.รังสิตใต้ 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,U7SA3B00941,Ph#2,สฟฟ.รังสิต 1,NE08_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_BNL_NE08_1-Shelf1-0(GigabitEthernet0/2/0)-C1_SS_BNM_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_BNL_NE08_1,10.10.50.2,Shelf1-0-CXP 7-0(GigabitEthernet0/2/0),10.10.161.2,C1_ACN1_L059=C1_BNL_NE08_1_SS 10GE0/2/0-to-C1_BNM_NE08_1_SS 10GE0/3/0,New_C1_SS_BNM_NE08_1,10.10.50.43,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.161.1,C1_ACN1_L059=C1_SS_BNM_NE08_1 10GE0/3/0-to-C1_SS_BNL_NE08_1 10GE0/2/0,10GE,10000000000,1000000,1000000,2021-12-20 11:35:40,,,,50,0,,สฟฟ.บ้านเลน 1,GigabitEthernet0/2/0,10GBase-LR,สฟฟ.บ้านเลน 2,GigabitEthernet0/3/0,10GBase-LR,,Match,1,C1_SS_BNL_NE08_1-GigabitEthernet0/2/0,New_C1_SS_BNM_NE08_1-GigabitEthernet0/3/0,,EC190200630411,Ph#3,สฟฟ.บ้านเลน 1,NE08_1,GigabitEthernet0/2/0,Match,Match,MA20153011600,Ph#3,สฟฟ.บ้านเลน 2,NE08_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_BWA_NE08_1-Shelf1-0(GigabitEthernet0/2/0)-C2_SS_WUA_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_BWA_NE08_1,10.10.52.7,Shelf1-0-CXP 7-0(GigabitEthernet0/2/0),10.10.176.130,C2_ACN1_L025=C2_BWA_NE08_1_SS 10GE0/2/0-to-C2_WUA_NE08_1_SS 10GE0/3/0,New_C2_SS_BWB_NE08_1,10.10.52.22,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.176.129,C2_ACN1_L025=C2_SS_WUA_NE08_1 10GE0/3/0-to-C2_SS_BWA_NE08_1 10GE0/2/0,10GE,10000000000,999000,1000000,2021-12-17 15:46:59,,,,50,0,,สฟฟ.บางวัว 1,GigabitEthernet0/2/0,10GBase-LR,สฟฟ.บางวัว 2,GigabitEthernet0/3/0,10GBase-LR,,Match,1,C2_SS_BWA_NE08_1-GigabitEthernet0/2/0,New_C2_SS_BWB_NE08_1-GigabitEthernet0/3/0,,MA20130291323,Ph#2,สฟฟ.บางวัว 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,MA20130500651,Ph#2,สฟฟ.บางวัว 2,NE08_1,GigabitEthernet0/3/0,Match,Match
C1,Normal,C1_SS_SNA_NE08_2-Shelf1-0(GigabitEthernet0/2/0)-C1_EO_BSI_NE8K_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_SNA_NE08_2,10.10.50.129,Shelf1-0-CXP 7-0(GigabitEthernet0/2/0),10.10.164.94,C1_ACN3_L016=C1_SNA_NE08_2_SS 10GE0/2/0-to-C1_BSI_NE8K_1_E0 10GE0/3/0,New_C1_EO_BSI_NE8K_1,10.10.50.140,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.164.93,C1_ACN3_L016=C1_EO_BSI_NE8K_1 10GE0/3/0-to-C1_SS_SNA_NE08_2 10GE0/2/0,10GE,10000000000,999000,1000000,2021-12-17 13:49:06,,,,50,0,,สฟฟ.เสนา,GigabitEthernet0/2/0,10GBase-ER,กฟย.บางซ้าย,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C1_SS_SNA_NE08_2-GigabitEthernet0/2/0,New_C1_EO_BSI_NE8K_1-GigabitEthernet0/3/0,,EB201900342665,Ph#4,สฟฟ.เสนา,NE08_2,GigabitEthernet0/2/0,Match,Match,EB202000340599,Ph#4,กฟย.บางซ้าย,NE8K_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_BWA_NE08_1-Shelf1-1(GigabitEthernet0/1/1)-C2_EO_BGP_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C2_SS_BWA_NE08_1,10.10.52.7,Shelf1-0-CXP 7-1(GigabitEthernet0/1/1),10.10.176.154,C2_ACN1_L031=C2_BWA_NE08_1_SS 10GE0/1/1-to-C2_BGP_NE08_1_E0 10GE0/3/0,New_C2_EO_BGP_NE08_1,10.10.52.26,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.176.153,C2_ACN1_L031=C2_EO_BGP_NE08_1 10GE0/3/0-to-C2_SS_BWA_NE08_1 10GE0/1/1,10GE,10000000000,999000,1000000,2021-12-17 13:36:24,,,,50,0,,สฟฟ.บางวัว 1,GigabitEthernet0/1/1,10GBase-LR,กฟอ.บางปะกง,GigabitEthernet0/3/0,10GBase-LR,,Match,1,C2_SS_BWA_NE08_1-GigabitEthernet0/1/1,New_C2_EO_BGP_NE08_1-GigabitEthernet0/3/0,,MA20130291866,Ph#2,สฟฟ.บางวัว 1,NE08_1,GigabitEthernet0/2/0,Match,Not Match,MA20130290560,Ph#2,กฟอ.บางปะกง,NE08_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_EO_BJA_NE08_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_BJA_NE08_1-Shelf1-0(GigabitEthernet0/2/0),IP Link,IPv4,New_C2_EO_BJA_NE08_1,10.10.52.151,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.180.173,C2_ACN3_L036=C2_EO_BJA_NE08_1 10GE0/3/0-to-C2_SS_BJA_NE08_1 10GE0/2/0,C2_SS_BJA_NE08_1,10.10.52.136,Shelf1-0-CXP 8-0(GigabitEthernet0/2/0),10.10.180.174,C2_ACN3_L036=C2_BJA_NE08_1_SS 10GE0/2/0-to-C2_BJA_NE08_1_EO 10GE0/3/0,10GE,10000000000,1000000,1000000,2021-12-17 13:29:28,,,,50,--,,กฟอ.บ้านฉาง,GigabitEthernet0/3/0,10GBase-LR,สฟฟ.บ้านฉาง,GigabitEthernet0/2/0,10GBase-LR,,Match,1,New_C2_EO_BJA_NE08_1-GigabitEthernet0/3/0,C2_SS_BJA_NE08_1-GigabitEthernet0/2/0,,MA20153012075,Ph#3,กฟอ.บ้านฉาง,NE08_1,GigabitEthernet0/3/0,Match,Match,MA20141261802,Ph#3,สฟฟ.บ้านฉาง,NE08_1,GigabitEthernet0/2/0,Match,Match
C2,Normal,C2_SS_BJA_NE08_1-Shelf1-1(GigabitEthernet0/2/1)-C2_EO_BJA_NE08_1-Shelf1-0(GigabitEthernet0/4/0),L2 Link,--,C2_SS_BJA_NE08_1,10.10.52.136,Shelf1-0-CXP 8-1(GigabitEthernet0/2/1),10.10.180.178,C2_ACN3_L037=C2_BJA_NE08_1_SS 10GE0/2/1-to-C2_BJA_NE08_1_EO 10GE0/4/0,New_C2_EO_BJA_NE08_1,10.10.52.151,Shelf1-0-NED3CXPB-0(GigabitEthernet0/4/0),10.10.180.177,C2_ACN3_L037=C2_EO_BJA_NE08_1 10GE0/4/0-to-C2_SS_BJA_NE08_1 10GE0/2/1,10GE,10000000000,1000000,1000000,2021-12-17 13:29:28,,,,50,0,,สฟฟ.บ้านฉาง,GigabitEthernet0/2/1,10GBase-LR,กฟอ.บ้านฉาง,GigabitEthernet0/4/0,10GBase-LR,,Match,1,C2_SS_BJA_NE08_1-GigabitEthernet0/2/1,New_C2_EO_BJA_NE08_1-GigabitEthernet0/4/0,,MA20141261803,Ph#3,สฟฟ.บ้านฉาง,NE08_1,GigabitEthernet0/2/1,Match,Match,EM190800041849,Ph#3,กฟอ.บ้านฉาง,NE08_1,GigabitEthernet0/4/0,Match,Match
C1,Normal,C1_SS_SNA_NE08_2-Shelf1-1(GigabitEthernet0/2/1)-C1_BBN_NE8K_1_E0-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,C1_SS_SNA_NE08_2,10.10.50.129,Shelf1-0-CXP 7-1(GigabitEthernet0/2/1),10.10.164.102,C1_ACN3_L018=C1_SNA_NE08_2_SS 10GE0/2/1-to-C1_BBN_NE8K_1_E0 10GE0/3/0,C1_EO_BBN_NE8K_1,10.10.50.141,Shelf1-0-CR81CXP160AS 7-0(GigabitEthernet0/3/0),10.10.164.101,C1_ACN3_L018=C1_EO_BBN_NE8K_1 10GE0/3/0-to-C1_SS_SNA_NE08_2 10GE0/2/1,10GE,10000000000,999000,1000000,2021-12-17 11:33:56,,,,50,0,,สฟฟ.เสนา,GigabitEthernet0/2/1,10GBase-ER,กฟย.บางบาล,GigabitEthernet0/3/0,10GBase-ER,,Match,1,C1_SS_SNA_NE08_2-GigabitEthernet0/2/1,C1_EO_BBN_NE8K_1-GigabitEthernet0/3/0,,EB202000340290,Ph#4,สฟฟ.เสนา,NE08_2,GigabitEthernet0/2/1,Match,Match,EB202000040885,Ph#4,กฟย.บางบาล,NE8K_1,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_MPA_NE08_1-Shelf1-0(GigabitEthernet0/3/0)-C2_SS_MPB_NE08_1-Shelf1-0(GigabitEthernet0/3/0),L2 Link,--,New_C2_SS_MPA_NE08_1,10.10.52.142,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.180.106,C2_ACN3_L019=C2_SS_MPA_NE08_1 10GE0/3/0-to-C2_SS_MPB_NE08_1 10GE0/3/0,New_C2_SS_MPB_NE08_1,10.10.52.141,Shelf1-0-NED3CXPB-0(GigabitEthernet0/3/0),10.10.180.105,C2_ACN3_L019=C2_SS_MPB_NE08_1 10GE0/3/0-to-C2_SS_MPA_NE08_1 10GE0/3/0,10GE,10000000000,1000000,1000000,2021-12-17 09:51:33,,,,50,0,,สฟฟ.มาบตาพุด 1,GigabitEthernet0/3/0,10GBase-LR,สฟฟ.มาบตาพุด 2,GigabitEthernet0/3/0,10GBase-LR,,Match,1,New_C2_SS_MPA_NE08_1-GigabitEthernet0/3/0,New_C2_SS_MPB_NE08_1-GigabitEthernet0/3/0,,MA20130501468,Ph#2,สฟฟ.มาบตาพุด 1,NE08_1,GigabitEthernet0/1/1,Match,Not Match,MA20130290703,Ph#2,สฟฟ.มาบตาพุด 2,0,GigabitEthernet0/3/0,Match,Match
C2,Normal,C2_SS_RAC_NE08_2-Shelf1-1(GigabitEthernet0/1/1)-C2_SS_MPA_NE08_1-Shelf1-0(GigabitEthernet0/1/0),L2 Link,--,C2_SS_RAC_NE08_2,10.10.52.147,Shelf1-0-CXP 7-1(GigabitEthernet0/1/1),10.10.180.114,C2_ACN3_L021=C2_SS_RAC_NE08_2 10GE0/1/1-to-C2_SS_MPA_NE08_1 10GE0/1/0,New_C2_SS_MPA_NE08_1,10.10.52.142,Shelf1-0-NED3CXPB-0(GigabitEthernet0/1/0),10.10.180.113,C2_ACN3_L021=C2_SS_MPA_NE08_1 10GE0/1/0-to-C2_SS_RAC_NE08_2 10GE0/1/1,10GE,10000000000,--,1000000,2021-12-16 17:22:30,,,,50,0,,สฟฟ.ระยอง 3,GigabitEthernet0/1/1,10GBase-LR,สฟฟ.มาบตาพุด 1,GigabitEthernet0/1/0,10GBase-LR,,Match,1,C2_SS_RAC_NE08_2-GigabitEthernet0/1/1,New_C2_SS_MPA_NE08_1-GigabitEthernet0/1/0,,MA20130500101,Ph#2,สฟฟ.ระยอง 3,NE08_2,GigabitEthernet0/1/1,Match,Match,MA20130301744,Ph#2,สฟฟ.มาบตาพุด 1,NE08_1,GigabitEthernet0/3/0,Match,Not Match
